,runstring,instability_time,m1,m2,m3,Stable
6235,0006235.bin,74173781.72746167,2.5148355294652118e-05,1.1268363344726977e-05,1.6507743359460823e-07,False
6236,0006236.bin,182.52007972044356,3.7633267503008667e-05,1.0399324958688244e-05,1.232599903384992e-05,False
6237,0006237.bin,1000000000.0,2.109880367969806e-07,1.2762928612527601e-06,4.6067529813704184e-07,True
6238,0006238.bin,1000000000.0,1.7916475706360456e-06,1.5835048229346702e-06,2.0304625573757187e-06,True
6239,0006239.bin,12.435922028091946,3.261067498013684e-05,2.1565508901040504e-05,1.4145975809360682e-07,False
6240,0006240.bin,835136.8860460471,2.4947559472747336e-05,2.2424296288784354e-05,7.2995821856184726e-06,False
6241,0006241.bin,831.3477339859159,4.841857736383852e-06,5.134393745773547e-06,8.538174822808118e-05,False
6242,0006242.bin,55.39098146628209,1.2131123138292868e-07,9.631389749899332e-07,1.6968803901578423e-06,False
6243,0006243.bin,406.54693674069085,1.4174060741889588e-07,2.524141830189108e-07,4.8832371046057936e-05,False
6244,0006244.bin,1000000000.0,2.8867516855950976e-05,1.4613476041633092e-06,3.789408001583286e-05,True
6245,0006245.bin,1041207.6057753653,5.629567971752273e-07,3.85963274450462e-05,8.079888287054727e-05,False
6246,0006246.bin,62476134.07149956,1.1236075837178758e-05,4.3576775945880484e-05,2.1686218997501097e-06,False
6247,0006247.bin,1000000000.0,6.2054625007227e-06,6.15433879151804e-05,7.551299355069662e-05,True
6248,0006248.bin,156416.64756171592,4.128645174082851e-06,5.464810780422294e-06,5.592321932384335e-06,False
6249,0006249.bin,455307105.8370024,7.204633175192328e-07,6.964593228594108e-07,2.681818591950463e-06,False
6250,0006250.bin,1000000000.0,1.9121932877908022e-06,2.1265290290629886e-05,6.73860332031337e-07,True
6251,0006251.bin,1000000000.0,1.9380312213747627e-05,5.1414462785683635e-05,2.111880185177758e-05,True
6252,0006252.bin,1000000000.0,1.6950650622792506e-06,4.709795244745948e-06,9.334619733897237e-07,True
6253,0006253.bin,253080072.9279699,1.4500707068090058e-06,4.3386682947171905e-07,2.6234986619392626e-06,False
6254,0006254.bin,3730.436490353299,2.9240217765355798e-05,1.7802199313536516e-06,2.6996205129613187e-06,False
6255,0006255.bin,113309305.87255011,1.8511060687784366e-07,5.288703999873993e-07,3.0075241517995886e-05,False
6256,0006256.bin,1000000000.0,4.604995284279314e-07,1.810568822444464e-06,2.3872891890862848e-06,True
6257,0006257.bin,1000000000.0,5.363153798617826e-07,5.474836323766137e-06,1.7752442258408195e-06,True
6258,0006258.bin,1033.4107373611273,1.0928456199881445e-07,4.987886954492355e-06,9.662951041130685e-06,False
6259,0006259.bin,50446.73700715455,1.930104014092512e-07,2.5549851735776244e-06,2.634540287726504e-05,False
6260,0006260.bin,1000000000.0,6.122308041917678e-07,1.2129904531672432e-05,1.9696425786370583e-07,True
6261,0006261.bin,1000000000.0,1.3745766190739602e-05,3.4718645635532195e-05,4.435360312725394e-05,True
6262,0006262.bin,1185.7263577667024,6.0090810031448034e-05,3.4935478888246385e-07,4.1136814875289446e-07,False
6263,0006263.bin,1000000000.0,1.0570461355869203e-06,5.246174350977592e-06,2.2683949233824728e-07,True
6264,0006264.bin,1000000000.0,4.685787426794825e-06,9.774310623343436e-07,8.857648088292704e-05,True
6265,0006265.bin,91633.31468640978,7.974558210303189e-07,1.96539133268013e-07,6.48368245332371e-05,False
6266,0006266.bin,13274762.045571031,1.073852720015724e-07,6.699258373746492e-07,7.6274556317101515e-06,False
6267,0006267.bin,556.5424141586278,5.438202321948606e-07,2.887987174555893e-07,8.937002270456698e-05,False
6268,0006268.bin,1000000000.0,7.074267351948056e-06,4.745744800346782e-05,1.3813146950170478e-05,True
6269,0006269.bin,32483.33855687358,1.6784816603267036e-06,8.87254899166388e-06,8.810183976984872e-07,False
6270,0006270.bin,92965.82478925279,4.323774261620243e-06,2.9817127595606045e-06,1.0448410730392987e-05,False
6271,0006271.bin,1597.672890698974,6.778891954121303e-06,1.5998851977804253e-05,5.80698421579638e-05,False
6272,0006272.bin,1920259.4250528864,8.695751878292128e-07,5.30028747073977e-06,3.6352818919564796e-07,False
6273,0006273.bin,1000000000.0,5.120702593852048e-05,1.8705030200639154e-05,5.354397236810785e-07,True
6274,0006274.bin,270913467.12051183,4.066189007780817e-07,2.513505327968296e-06,6.359426531921712e-05,False
6275,0006275.bin,1000000000.0,8.897219433857593e-06,3.0275633258362743e-07,4.992605355211797e-07,True
6276,0006276.bin,1000000000.0,9.120605909040552e-06,7.533461856996961e-06,1.2688123841148328e-07,True
6277,0006277.bin,27881943.874435432,1.8728783149551544e-07,7.534960701893056e-07,1.651458286468651e-05,False
6278,0006278.bin,1000000000.0,6.835850893143359e-06,1.2460708684879219e-05,1.74603610908613e-07,True
6279,0006279.bin,1000000000.0,1.414999324113049e-06,8.931945314881989e-06,5.265053814527008e-07,True
6280,0006280.bin,1126331.8866569907,6.210006892293433e-07,1.0154295623452321e-06,1.1939133628030138e-07,False
6281,0006281.bin,42.850934020656304,1.380878976025128e-07,2.289681626471628e-06,2.3529315293655372e-05,False
6282,0006282.bin,85.56328692784273,5.368204171503258e-07,3.2983976150705804e-07,4.092363251798954e-05,False
6283,0006283.bin,883557772.7387149,4.472005951142559e-06,3.051151170147144e-06,2.256003119845632e-06,False
6284,0006284.bin,7731.735828756158,1.066200264627492e-07,3.0326799074919477e-07,1.9595108512646996e-06,False
6285,0006285.bin,1000000000.0,8.515653392245749e-07,1.6056526622733989e-06,5.9110014688460844e-05,True
6286,0006286.bin,21241.513395340273,7.587134869671004e-06,5.828668037261499e-07,9.210604743076504e-06,False
6287,0006287.bin,560071.2408171815,1.1247987327542699e-07,1.8442711245487953e-07,2.349616841957798e-06,False
6288,0006288.bin,1000000000.0,7.185292508864096e-06,4.9128005623857196e-05,1.0341185593190025e-07,True
6289,0006289.bin,176.52975382316075,9.794228432434433e-06,4.557495944064327e-07,6.7879684024571365e-06,False
6290,0006290.bin,385.5890502731942,5.213218354705255e-07,4.1664765823155667e-07,4.496662120583225e-05,False
6291,0006291.bin,19.3989606432452,8.661833038196315e-07,4.5528652069536955e-07,1.1628964322368832e-05,False
6292,0006292.bin,111293.50340157398,2.049915877565317e-06,1.3534226351140952e-05,6.888478560780437e-05,False
6293,0006293.bin,236.77133132864327,1.1881555561150584e-07,9.227252028175298e-06,8.25127279686329e-05,False
6294,0006294.bin,130.48732879619195,8.244719220716452e-05,2.875699176206069e-05,1.6862172739173106e-07,False
6295,0006295.bin,1000000000.0,2.1978516311475876e-06,1.2674672574465562e-05,2.1430921025269123e-06,True
6296,0006296.bin,857.9137309237367,1.3230002827791068e-05,3.1835595847028174e-05,2.2382465284684145e-07,False
6297,0006297.bin,33895.52816958995,3.962183655488563e-05,1.0538676245528386e-06,8.075068768135786e-07,False
6298,0006298.bin,1000000000.0,1.73500095505162e-05,1.534699873238225e-07,8.624232732345029e-07,True
6299,0006299.bin,60364.11317098751,7.059057236196826e-06,5.855269535805015e-06,4.155173000153938e-07,False
6300,0006300.bin,35.9917544805407,1.4520086261465803e-05,3.8451610114472076e-07,2.453010655515784e-07,False
6301,0006301.bin,14513.378727993997,1.8351121475869197e-05,1.8411496995038843e-05,4.759379214130591e-07,False
6302,0006302.bin,164.92585710123177,2.52179297014269e-07,4.214495166980646e-07,1.5750234202306742e-05,False
6303,0006303.bin,6991.8317822312265,2.000813259098659e-06,1.927227364866617e-06,7.292962856130705e-07,False
6304,0006304.bin,287.24181511914287,1.0380187173782025e-05,6.642975736410958e-07,2.312731695522723e-07,False
6305,0006305.bin,8952433.68510607,2.5759481280989303e-05,4.334275673251202e-05,4.1747789110021123e-07,False
6306,0006306.bin,134754.2357186494,1.4718604946797985e-07,1.811977562686578e-06,2.1869526899305935e-05,False
6307,0006307.bin,1000000000.0,1.581669034712604e-07,5.59654012571785e-05,3.4713246077685017e-07,True
6308,0006308.bin,842.6773019785179,1.3509400284333076e-07,1.3150166286230461e-05,3.375376790574375e-05,False
6309,0006309.bin,292417.9514469226,6.751754234959649e-07,6.617904733871914e-05,7.658628726886354e-07,False
6310,0006310.bin,1000000000.0,1.780174117577772e-05,8.478151414337491e-07,5.059403987492413e-07,True
6311,0006311.bin,1000000000.0,1.8385911092024018e-06,7.986223357614264e-06,4.192919217207313e-06,True
6312,0006312.bin,18580341.604059473,4.3746998315819013e-07,5.191250699056603e-05,5.126438031089239e-06,False
6313,0006313.bin,1000000000.0,2.2120271986377166e-06,3.8718117206798685e-07,2.2910168169065505e-05,True
6314,0006314.bin,1000000000.0,1.6362076625815543e-06,4.796700332047533e-05,5.797651177188579e-06,True
6315,0006315.bin,454044.0761221478,2.2150448688134567e-06,6.001733090198254e-07,4.0638621559656595e-07,False
6316,0006316.bin,1000000000.0,1.3422231541984983e-07,5.211338136684524e-06,7.74815392180303e-05,True
6317,0006317.bin,1000000000.0,1.9673979140170852e-05,2.2066867974204145e-06,1.9912623776161e-07,True
6318,0006318.bin,6446.462348101479,7.159332490440318e-05,1.5482271008068873e-06,2.3475355704380748e-07,False
6319,0006319.bin,82268944.53142923,2.571200120513977e-06,1.8721683840898453e-07,2.6884287498791177e-06,False
6320,0006320.bin,1000000000.0,3.859218330675535e-05,1.7520032732948687e-07,3.71626193932131e-06,True
6321,0006321.bin,1000000000.0,8.111096496753251e-06,8.211773171132304e-05,8.544513381301534e-06,True
6322,0006322.bin,1000000000.0,1.617510268374289e-06,2.696524504226841e-05,9.881433373687325e-06,True
6323,0006323.bin,475.8288288456035,7.103814980367538e-07,4.2878701669611756e-07,6.221772805608438e-06,False
6324,0006324.bin,3050.61773051909,5.714156950596172e-06,2.407926386768923e-07,2.4013818808383987e-07,False
6325,0006325.bin,10255867.708551178,2.5413872413535163e-07,9.96263083777037e-07,1.123300688652131e-05,False
6326,0006326.bin,1000000000.0,2.4283928193920007e-06,2.297635089813427e-05,7.985902687103599e-07,True
6327,0006327.bin,16.211799909458758,2.4136809912189375e-05,7.678106736931978e-06,3.816804232417862e-05,False
6328,0006328.bin,1000000000.0,9.682472741788667e-07,7.839300058746307e-07,2.158858526281684e-05,True
6329,0006329.bin,1000000000.0,6.192835162101656e-06,3.458567683832793e-05,5.391938116774697e-05,True
6330,0006330.bin,1000000000.0,1.0835920162426761e-07,4.047033318136292e-05,2.857435344004004e-05,True
6331,0006331.bin,1000000000.0,1.0268621446033617e-07,1.416964624776779e-06,6.544222206044632e-07,True
6332,0006332.bin,20505572.070113204,4.5500165327052835e-07,6.916333566916166e-05,2.037233216403899e-05,False
6333,0006333.bin,1000000000.0,4.713787070176349e-05,8.987664696818021e-07,1.2389131827248322e-05,True
6334,0006334.bin,1000000000.0,5.814858048772796e-07,6.042309442932915e-07,8.201704611397852e-06,True
6335,0006335.bin,114533.28091700956,3.007258144757968e-06,3.9880864427881e-06,1.2367091359647414e-07,False
6336,0006336.bin,14242.53738640975,6.617126727683849e-06,1.4063127453529915e-07,5.125296863411854e-07,False
6337,0006337.bin,189.3130547791419,1.0404791823261753e-06,7.037376572676726e-06,1.0115994638949736e-07,False
6338,0006338.bin,4.468686077560122,2.240466341792678e-06,5.556580283210864e-05,4.510373262698008e-06,False
6339,0006339.bin,1000000000.0,4.741499035926634e-05,3.977984240446026e-07,5.715415915458545e-07,True
6340,0006340.bin,41030951.921664625,6.639813787783494e-07,6.653436011566004e-07,1.2362060555527145e-05,False
6341,0006341.bin,90173179.02816316,3.023169658342638e-05,1.2037305576063723e-07,1.3312867571286291e-05,False
6342,0006342.bin,176.77288094153062,2.5397455152249356e-06,5.38945220547248e-06,7.753646550395859e-05,False
6343,0006343.bin,1000000000.0,7.211423641810097e-05,2.5043385566575695e-06,3.8383662497248833e-07,True
6344,0006344.bin,63955.92637083018,4.707306738628342e-07,9.020313024046304e-05,3.029212449609689e-06,False
6345,0006345.bin,46519.677650753925,2.352060599215414e-06,6.433400983258586e-05,3.2476010314298e-07,False
6346,0006346.bin,1000000000.0,3.687981007973135e-07,3.6923977591930087e-07,3.0767808698401115e-07,True
6347,0006347.bin,469.10677517988273,7.953607808860129e-06,2.5712592438306204e-05,5.234126834766352e-06,False
6348,0006348.bin,1000000000.0,1.5749353911519705e-07,1.787770686447123e-07,1.807569476333604e-05,True
6349,0006349.bin,44.99867097462853,4.0027902229459576e-07,7.668921636965059e-06,1.4160151114954112e-05,False
6350,0006350.bin,1000000000.0,2.022301089380103e-06,2.62695206949061e-05,5.757767389271829e-05,True
6351,0006351.bin,236792.92086769227,5.271524100718379e-05,8.479128022887438e-06,2.3519646183564046e-06,False
6352,0006352.bin,10016222.466335308,2.1202739036061513e-06,2.9822609404393376e-07,5.141404601934157e-05,False
6353,0006353.bin,180729972.02450746,1.180928073910609e-05,7.837020540507474e-06,2.685566432124454e-05,False
6354,0006354.bin,1000000000.0,2.2473196356740322e-05,4.7332744353623765e-06,1.3851307617282304e-06,True
6355,0006355.bin,251953.68217496786,1.0137983528640677e-06,3.763936441533095e-06,1.0540475902720725e-07,False
6356,0006356.bin,1000000000.0,1.576544525698129e-06,1.4832994207232584e-06,1.7025710053671526e-07,True
6357,0006357.bin,1000000000.0,1.778502171057055e-07,3.464987643501988e-07,1.8248777105718988e-06,True
6358,0006358.bin,892.7974296289236,8.987830363024814e-05,9.480145841530164e-07,4.267277087276467e-07,False
6359,0006359.bin,1000000000.0,2.7114385611930013e-05,1.182821434306111e-05,1.899644823641024e-07,True
6360,0006360.bin,1000000000.0,3.168166098389865e-07,8.326729906311101e-05,1.5257117735028944e-06,True
6361,0006361.bin,471.80128141837906,3.9672025017652625e-05,2.7527589494120675e-07,1.8336099689894297e-07,False
6362,0006362.bin,22480069.409371547,7.197432044418273e-05,3.461359592320525e-07,1.9976623823173734e-05,False
6363,0006363.bin,419.3895996590365,4.379215143802939e-05,2.0639316360400895e-06,3.807477297257251e-06,False
6364,0006364.bin,1000000000.0,2.624664074994837e-07,1.993030212420612e-05,1.1518423393079841e-05,True
6365,0006365.bin,1000000000.0,1.5218880956653464e-05,1.3261832203094313e-07,3.0896806872529695e-06,True
6366,0006366.bin,0.20784435839579884,1.672905389979605e-05,7.5380422314700856e-06,2.4108534983616417e-06,False
6367,0006367.bin,1000000000.0,1.5119778904402076e-06,6.107975819544436e-06,2.49025103381765e-06,True
6368,0006368.bin,1165810.8286890285,6.574052102953888e-05,6.672948740619712e-07,9.224754289515493e-07,False
6369,0006369.bin,13.925506995546897,2.606705665354579e-05,1.957922650111492e-07,2.5721577884421203e-05,False
6370,0006370.bin,1000000000.0,5.005409711247588e-07,3.6864986785596913e-06,5.769794222223012e-06,True
6371,0006371.bin,1000000000.0,6.686562104213585e-05,2.798348410631187e-07,1.1317139273773994e-07,True
6372,0006372.bin,100.80338734541692,3.907952679050509e-05,2.598156890791987e-05,5.240150719811724e-07,False
6373,0006373.bin,7.4478037362498535,3.9572231942959585e-06,1.985268101300985e-07,1.6502379746493263e-05,False
6374,0006374.bin,1000000000.0,3.8101370142873284e-06,9.142205446945389e-07,5.986795266447288e-05,True
6375,0006375.bin,1000000000.0,4.486803356715666e-06,9.195322018233305e-07,2.854324841105312e-06,True
6376,0006376.bin,908.3532054286572,7.750506799886763e-06,1.0898383331399535e-06,2.1324769166484354e-07,False
6377,0006377.bin,58.855031540252874,1.8656338127945671e-06,7.947299428892188e-06,2.8216426011263994e-06,False
6378,0006378.bin,98.65752301073493,1.8445309597958589e-06,7.791964491610919e-07,5.316577156134734e-06,False
6379,0006379.bin,53.62428973882893,1.2171739050866914e-07,5.125409037986933e-05,1.620833708233368e-06,False
6380,0006380.bin,1000000000.0,4.302959638557561e-05,1.0147590918353424e-06,1.3978697578295759e-06,True
6381,0006381.bin,4015.850406350623,6.630752411779233e-06,2.7767037571717174e-07,1.3210120188991055e-06,False
6382,0006382.bin,1000000000.0,1.1772957130502891e-05,6.306851209663951e-05,4.008596041384198e-05,True
6383,0006383.bin,17278517.72438358,3.719952710800724e-05,2.3121613125226745e-07,1.7353879685357455e-06,False
6384,0006384.bin,1000000000.0,9.78391598846059e-05,1.768486591490264e-06,7.5372362723493205e-06,True
6385,0006385.bin,1431.660145310731,2.572024989826078e-05,1.0485782517114747e-07,2.3063993155555763e-06,False
6386,0006386.bin,402.0435400525947,4.646275275469147e-07,8.310326498412387e-06,2.3765830508603915e-06,False
6387,0006387.bin,119.82320284293102,1.2021827424959045e-06,3.434200657924109e-07,5.566629942133514e-05,False
6388,0006388.bin,5.4385702966427925,2.5462413996320923e-05,2.7635247354428156e-06,1.1467604836230439e-06,False
6389,0006389.bin,15146.454959675175,2.321754678547625e-06,1.0726546403460861e-06,6.424800770652357e-05,False
6390,0006390.bin,1000000000.0,1.1840274910272372e-07,2.987847635867816e-06,2.5204461483957676e-07,True
6391,0006391.bin,1.4895611073914357,3.473667555753268e-06,1.1847745101861031e-05,1.0148788289198123e-05,False
6392,0006392.bin,1000000000.0,4.611659980793206e-07,3.0777389682966116e-06,5.63851887354355e-05,True
6393,0006393.bin,68327727.50370492,8.515754455377959e-05,9.8302735004218e-06,9.371172992049231e-07,False
6394,0006394.bin,277.5437999880038,1.5433143883160467e-07,1.4211283204663739e-05,5.5700861249675186e-05,False
6395,0006395.bin,61552.10093023326,3.815523657003386e-05,1.438012351700448e-05,5.460472839238378e-06,False
6396,0006396.bin,251.66694009537073,3.357172354831779e-07,1.3087074952174442e-07,4.627195888437269e-05,False
6397,0006397.bin,3420.9034624059154,4.7098223580829697e-07,1.5966921504509798e-07,1.215355669109948e-07,False
6398,0006398.bin,1000000000.0,1.048283159465203e-05,1.2548038681145664e-05,9.020321544846054e-06,True
6399,0006399.bin,1550.3657306183256,3.558966586195322e-05,2.348508986602903e-06,3.0608789464758e-07,False
6400,0006400.bin,169.56773801399137,4.251635845236352e-07,7.575872787695148e-05,3.9292745240240405e-05,False
6401,0006401.bin,3384.6346959274415,2.529991515246069e-07,4.4140800216296944e-07,2.385830885071087e-05,False
6402,0006402.bin,15350.598388731187,1.7800442201034642e-06,3.428758257198927e-07,5.7275520731739876e-05,False
6403,0006403.bin,15.483966223180694,7.336710693175565e-05,3.172429813819616e-05,8.372605618924197e-07,False
6404,0006404.bin,1000000000.0,1.7118765496008816e-05,3.6743166817522127e-06,1.1235638493075909e-07,True
6405,0006405.bin,1000000000.0,1.3251169617786505e-06,4.71442367489819e-05,3.3214153389390617e-07,True
6406,0006406.bin,4711471.710868224,1.2021009384762326e-05,1.3051172953222955e-07,1.3730313796569438e-06,False
6407,0006407.bin,1000000000.0,1.7152041618902905e-05,4.033424706993126e-07,3.1404611958448825e-06,True
6408,0006408.bin,1000000000.0,3.006874080249212e-06,9.281698925979787e-06,3.654312114312601e-07,True
6409,0006409.bin,1000000000.0,4.631451693270458e-07,1.976223171011218e-06,3.8062885401993726e-07,True
6410,0006410.bin,876300821.8402375,7.395941121722445e-06,1.8109825924890948e-07,8.114730875858543e-06,False
6411,0006411.bin,1000000000.0,2.4075325400508636e-06,8.578744221791677e-05,3.753776613282825e-07,True
6412,0006412.bin,15038.951518581614,1.3196901436869945e-05,8.214063717464332e-06,7.918039510818954e-05,False
6413,0006413.bin,1000000000.0,1.0848960662999806e-06,1.7258075899383765e-06,1.8336903571984638e-05,True
6414,0006414.bin,27949.11268960876,1.5201226087724535e-06,1.6546023267952974e-05,2.446961877488542e-06,False
6415,0006415.bin,1000000000.0,2.621952655049073e-06,7.401809102017735e-07,2.0582110691826223e-05,True
6416,0006416.bin,229.4966751265765,4.956616034481997e-07,6.198035035047996e-06,8.819444186734349e-05,False
6417,0006417.bin,1000000000.0,6.142117138252424e-06,4.3374255453334345e-06,2.2402823516017322e-07,True
6418,0006418.bin,357.86009234233217,9.079462470058427e-05,5.64561262802963e-07,2.980189990350845e-06,False
6419,0006419.bin,61856.775590672565,6.014497388954822e-05,2.0979003700126004e-07,1.0958173151154775e-07,False
6420,0006420.bin,240305.95933081894,1.0051014616990942e-06,1.4548734140451713e-07,2.541038982931864e-07,False
6421,0006421.bin,1000000000.0,4.967668816257602e-05,5.742788170302946e-05,2.8710367276036973e-07,True
6422,0006422.bin,1000000000.0,2.9584679106679134e-06,3.846840884999928e-07,2.7801396611662654e-06,True
6423,0006423.bin,149.92620316864762,1.5305474381449927e-06,1.4645137600277423e-06,1.4797736243389161e-06,False
6424,0006424.bin,1000000000.0,4.972102453104509e-05,2.9213764813168597e-05,5.318129818695065e-07,True
6425,0006425.bin,1000000000.0,9.85589737781702e-06,3.970837381198703e-06,4.2940450691661306e-07,True
6426,0006426.bin,47967.85738023633,2.344393704382349e-05,1.1887628999808145e-06,9.023287016477071e-05,False
6427,0006427.bin,304.5637407573678,4.809863566540693e-07,3.211813054373958e-06,1.895894536493137e-07,False
6428,0006428.bin,51084.48848515845,3.853067903518002e-06,1.9622916886255353e-07,2.218029903741168e-06,False
6429,0006429.bin,1000000000.0,1.988283193480921e-07,7.670032032854197e-05,5.6732458841048815e-06,True
6430,0006430.bin,755.6587542005585,9.849031304708872e-07,2.280493018594381e-07,1.3877952004893485e-07,False
6431,0006431.bin,36754.61427827705,2.7667399983715977e-05,1.8296123564714155e-06,1.99532146204384e-05,False
6432,0006432.bin,1000000000.0,1.4310046152894587e-06,1.537003714638775e-05,2.0117302554583565e-06,True
6433,0006433.bin,78818785.33084638,2.442581719937835e-07,1.0977595416703533e-07,1.0167962691085786e-07,False
6434,0006434.bin,1000000000.0,1.6930609355539163e-06,1.225263739714905e-05,5.591763584332578e-07,True
6435,0006435.bin,1000000000.0,7.484809719740042e-05,5.21839512236388e-06,1.0050518399538784e-05,True
6436,0006436.bin,1000000000.0,2.074781513187405e-06,4.271794061961417e-06,2.7787678297053376e-07,True
6437,0006437.bin,1000000000.0,1.1796793705771963e-05,1.0438656010706926e-06,2.5581392447743588e-05,True
6438,0006438.bin,1000000000.0,1.3357975574408944e-05,4.207672648542612e-06,7.821658837540125e-05,True
6439,0006439.bin,11688.899348354556,9.13221768709681e-06,2.522272004354746e-07,1.547288733648597e-07,False
6440,0006440.bin,594242.3895298957,2.1172106675240623e-07,4.557049990859952e-05,1.264706315426676e-05,False
6441,0006441.bin,93.14968660415651,1.2510838808548597e-07,1.6657029985721755e-06,1.3340898807429336e-06,False
6442,0006442.bin,2782965.6017236477,2.2350431833749956e-05,2.6902462833768677e-05,3.4557960379203943e-07,False
6443,0006443.bin,46.21109730610308,7.894137523977074e-07,1.814655240393671e-06,3.398144537661989e-05,False
6444,0006444.bin,55.18291870208514,7.974478523527966e-06,4.1010634637371056e-07,1.0583050768696683e-06,False
6445,0006445.bin,1000000000.0,6.623734010460695e-05,6.4760105081705e-07,5.2346411808717596e-05,True
6446,0006446.bin,1000000000.0,1.308752786575793e-06,3.282267044052393e-06,3.2903335503182748e-06,True
6447,0006447.bin,1000000000.0,1.057905412770441e-05,5.701941655125006e-07,6.961238366157269e-07,True
6448,0006448.bin,1000000000.0,1.736835272459295e-06,1.3376078493535582e-06,6.303200068310608e-05,True
6449,0006449.bin,22.274149756536215,2.1216353838784776e-06,8.741249151530467e-06,2.914639502936609e-06,False
6450,0006450.bin,1009.8201961326188,1.3011445559143385e-07,1.0661145134966957e-06,6.115748458294472e-07,False
6451,0006451.bin,4086356.8670520866,5.5650811267763645e-05,6.66367761649602e-07,6.829028418139726e-05,False
6452,0006452.bin,2343922.9104253105,1.9600534616675564e-07,6.434716569642279e-06,4.226094805352583e-06,False
6453,0006453.bin,1000000000.0,2.627290616727804e-07,2.085160900009591e-06,1.2221185969547468e-06,True
6454,0006454.bin,1000000000.0,1.4124686042775388e-05,1.3065743877284152e-07,7.050099897329767e-06,True
6455,0006455.bin,820861.0876001758,1.2596780758724333e-07,1.118493440438723e-07,1.2484538513560983e-06,False
6456,0006456.bin,1000000000.0,1.3919969674311938e-07,8.031125383822655e-06,1.7076167263233655e-06,True
6457,0006457.bin,1000000000.0,3.8095118473889364e-06,1.7996021149569016e-05,8.72999689274919e-05,True
6458,0006458.bin,1000000000.0,2.9706386624387595e-06,2.0146865721437053e-05,1.3585080050016563e-07,True
6459,0006459.bin,10114063.602808425,8.60347719615612e-05,1.8007620342522336e-06,7.394725058141088e-06,False
6460,0006460.bin,70.59838336685863,2.1387609217411487e-07,1.6647139031323991e-06,2.2390346213832358e-07,False
6461,0006461.bin,6054050.869220063,5.645870494344993e-05,2.554086719791729e-06,8.024178179211499e-05,False
6462,0006462.bin,1000000000.0,1.2288665473965648e-07,3.5234921668709426e-05,1.6965551597886942e-07,True
6463,0006463.bin,1000000000.0,1.702208090348529e-06,6.208200232253406e-05,1.3918871361779678e-05,True
6464,0006464.bin,11635076.786104338,8.331095510698792e-06,1.898735625625014e-06,3.7497419036460235e-06,False
6465,0006465.bin,950782605.885064,3.4283671471306726e-06,1.0274431426313554e-06,4.243952344413226e-07,False
6466,0006466.bin,146.7388177216308,7.1786938338183104e-06,2.680571813891341e-07,1.450986053532772e-07,False
6467,0006467.bin,290396853.7997066,1.5636509573666728e-05,2.8755355992613506e-06,1.7832118886777892e-07,False
6468,0006468.bin,1000000000.0,4.900957490098648e-07,2.0260586178712882e-07,5.169046973695665e-05,True
6469,0006469.bin,1000000000.0,1.2466310477555192e-05,1.0587423580507897e-05,2.4480656890357404e-06,True
6470,0006470.bin,1000000000.0,1.3670525269190575e-05,1.9105462632206186e-06,1.788678016838162e-07,True
6471,0006471.bin,1000000000.0,4.523406253358454e-06,7.704148988061181e-06,5.092280220738296e-05,True
6472,0006472.bin,24901858.26187706,1.6661737421910943e-06,2.8781651279069746e-06,2.969783466815836e-07,False
6473,0006473.bin,7.447813000117281,1.469540356790016e-06,3.841439913400497e-05,4.951473079048863e-06,False
6474,0006474.bin,1000000000.0,5.20832951682286e-06,3.4036264292563346e-06,8.198677295827435e-07,True
6475,0006475.bin,1000000000.0,1.6856139825554934e-06,8.789340168956423e-05,1.5650251625907596e-07,True
6476,0006476.bin,6140.284912866232,2.7376809089782297e-06,3.7291494913816896e-06,1.310635415560285e-05,False
6477,0006477.bin,54839.86660684069,1.3154737656742157e-05,1.8909763598062291e-06,2.312294379059672e-05,False
6478,0006478.bin,1000000000.0,4.0340941590104155e-05,1.6411549043561625e-06,5.735661606278589e-06,True
6479,0006479.bin,1000000000.0,1.4076011727802168e-07,3.371572177176267e-06,2.9663870361225166e-07,True
6480,0006480.bin,1000000000.0,2.29527262815349e-07,6.569734987823136e-05,1.2971779927206126e-05,True
6481,0006481.bin,1000000000.0,5.480583052922066e-05,6.632599203305842e-06,8.814980919580973e-07,True
6482,0006482.bin,1000000000.0,7.883074352822521e-07,3.4922756395632403e-07,4.08849412393179e-06,True
6483,0006483.bin,2.078452156880834,8.479599083911476e-06,2.729417485288552e-05,5.855347298730342e-07,False
6484,0006484.bin,1000000000.0,5.56755197639842e-06,1.266958163105142e-05,1.2816047256736834e-05,True
6485,0006485.bin,561471.145679134,8.832726185111794e-07,1.739642080122151e-05,4.352960074404443e-06,False
6486,0006486.bin,1000000000.0,1.8775413115908618e-07,2.0394659032659528e-05,3.629591214402716e-06,True
6487,0006487.bin,22687775.61563386,7.204371991384413e-06,3.241477431363957e-07,3.1580284972112128e-06,False
6488,0006488.bin,5921.621408412711,6.017119248037563e-06,6.096805068368074e-06,2.9496099763081572e-06,False
6489,0006489.bin,1000000000.0,6.999951628881181e-05,3.171993493307552e-07,1.2672378944478601e-05,True
6490,0006490.bin,1000000000.0,2.4717073784429994e-06,1.4403921022769759e-05,3.398701587927517e-05,True
6491,0006491.bin,1000000000.0,2.6557833645373968e-05,8.002098943262539e-05,1.9271999848366104e-05,True
6492,0006492.bin,14497.95663655163,1.990385390228431e-07,1.5838961991819205e-07,2.346288156292603e-06,False
6493,0006493.bin,64723.99912044625,2.2309517955002374e-06,4.530505479522356e-07,1.559769158303804e-06,False
